Date,Open,High,Low,Close,Volume,Adj Close
2017-04-14,56.2589,56.3537,55.943,56.2589,000,56.2589
2017-04-13,56.631,56.7148,56.1695,56.6216,000,56.6216
2017-04-12,57.0281,57.115,56.59,57.0281,000,57.0281
2017-04-11,57.1045,57.1935,56.8108,57.1045,000,57.1045
2017-04-10,57.376,57.5315,57.075,57.376,000,57.376
2017-04-07,56.3446,57.1729,56.3289,56.3985,000,56.3985
2017-04-06,56.4143,56.558,56.147,56.4143,000,56.4143
2017-04-05,56.0282,56.218,55.719,55.9498,000,55.9498
2017-04-04,56.0848,56.68,56.016,56.0848,000,56.0848
2017-04-03,56.2286,56.4345,55.9288,56.2346,000,56.2346
2017-03-31,56.0617,56.5025,55.858,55.9843,000,55.9843
2017-03-30,56.625,56.7145,55.9007,56.6513,000,56.6513
2017-03-29,56.9693,57.119,56.5829,56.9679,000,56.9679
2017-03-28,56.8572,57.154,56.55,56.8784,000,56.8784
2017-03-27,56.9688,57.1788,56.725,56.9686,000,56.9686
2017-03-24,57.3545,57.476,56.94,57.3545,000,57.3545
2017-03-23,57.7263,57.7324,57.34,57.7324,000,57.7324
2017-03-22,57.6156,58.199,57.43,57.5905,000,57.5905
2017-03-21,57.3151,57.5621,56.911,57.3036,000,57.3036
2017-03-20,57.3944,57.6054,56.969,57.1541,000,57.1541
2017-03-17,57.7702,58.0351,57.538,57.7702,000,57.7702
2017-03-16,58.381,58.5105,57.621,58.3808,000,58.3808
2017-03-15,59.185,59.2401,58.845,59.186,000,59.186
2017-03-14,58.7653,59.583,58.564,58.7744,000,58.7744
2017-03-13,59.0682,59.2473,58.856,59.0682,000,59.0682
2017-03-10,59.2569,59.265,58.701,59.2569,000,59.2569
2017-03-09,58.8635,59.436,58.473,58.8725,000,58.8725
2017-03-08,58.1372,58.546,57.887,58.1365,000,58.1365
2017-03-07,58.2334,58.3188,57.885,58.2333,000,58.2333
2017-03-06,58.187,58.41,57.9264,58.187,000,58.187
2017-03-03,58.7224,58.983,58.3524,58.7198,000,58.7198
2017-03-02,58.236,58.797,58.093,58.2363,000,58.2363
2017-03-01,58.3508,58.565,57.978,58.3521,000,58.3521
2017-02-28,58.1871,58.41,57.663,58.1835,000,58.1835
2017-02-27,58.364,58.3754,57.585,58.3631,000,58.3631
2017-02-24,57.746,58.546,57.536,57.7343,000,57.7343
2017-02-23,57.9676,58.077,57.555,57.9195,000,57.9195
2017-02-22,57.3957,58.1272,57.061,57.3942,000,57.3942
2017-02-21,57.9392,58.025,57.5104,57.9107,000,57.9107
2017-02-20,58.317,58.3171,57.789,58.317,000,58.317
2017-02-17,57.4295,58.3153,57.224,57.5665,000,57.5665
2017-02-16,57.3234,57.632,56.797,57.3305,000,57.3305
2017-02-15,57.04,57.86,56.5287,57.0397,000,57.0397
2017-02-14,57.9257,58.1254,57.183,57.9256,000,57.9256
2017-02-13,58.2223,58.3944,57.761,58.2223,000,58.2223
2017-02-10,58.918,58.981,58.4055,58.9612,000,58.9612
2017-02-09,59.1129,59.2021,58.676,59.1731,000,59.1731
2017-02-08,59.3759,59.551,59.1413,59.4426,000,59.4426
2017-02-07,58.899,59.4623,58.782,58.9001,000,58.9001
2017-02-06,58.9132,59.0609,58.415,58.9461,000,58.9461
2017-02-03,59.376,59.57,58.743,59.3662,000,59.3662
2017-02-02,60.101,60.1113,59.379,60.0914,000,60.0914
2017-02-01,60.1468,60.315,60.034,60.1555,000,60.1555
2017-01-31,59.7183,60.177,59.7183,59.7183,000,59.7183
2017-01-30,59.7775,60.206,59.674,59.7775,000,59.7775
2017-01-27,60.2792,60.4606,59.5439,60.2793,000,60.2793
2017-01-26,59.5668,60.58,59.192,59.5668,000,59.5668
2017-01-25,59.1398,59.4169,58.839,59.1398,000,59.1398
2017-01-24,59.5101,59.5101,58.947,59.5101,000,59.5101
2017-01-23,59.7885,59.7885,59.2815,59.7998,000,59.7998
2017-01-20,59.66,59.913,59.358,59.66,000,59.66
2017-01-19,59.5232,60.229,58.958,59.5232,000,59.5232
2017-01-18,59.33,59.3889,58.98,59.33,000,59.33
2017-01-17,59.782,59.782,58.9526,59.782,000,59.782
2017-01-16,59.637,59.9144,59.337,59.637,000,59.637
2017-01-13,59.4325,59.7513,59.2451,59.4325,000,59.4325
2017-01-12,59.7781,59.7781,59.0739,59.7781,000,59.7781
2017-01-11,60.14,60.6251,60.0099,60.14,000,60.14
2017-01-10,60.1025,60.13,59.7947,60.1025,000,60.1025
2017-01-09,59.565,60.0457,59.4809,59.565,000,59.565
2017-01-06,59.4012,59.7216,59.0914,59.4012,000,59.4012
2017-01-05,60.3639,60.4095,59.1522,60.365,000,60.365
2017-01-04,60.923,61.1458,60.4711,60.923,000,60.923
2017-01-03,61.2283,61.2283,60.3324,61.2283,000,61.2283
2017-01-02,61.2313,61.5459,61.1554,61.2313,000,61.2313
2016-12-30,60.1438,61.5856,60.1438,60.3413,000,60.3413
2016-12-29,60.4763,60.7726,60.0904,60.4763,000,60.4763
2016-12-28,60.605,60.7073,60.3619,60.605,000,60.605
2016-12-27,60.9314,60.9314,60.5631,60.9314,000,60.9314
2016-12-26,61.0225,61.0522,60.7561,61.0225,000,61.0225
2016-12-23,60.90,61.3479,60.7396,60.9669,000,60.9669
2016-12-22,61.14,61.14,60.6637,61.14,000,61.14
2016-12-21,61.3987,61.3987,60.8628,61.3987,000,61.3987
2016-12-20,61.90,61.9797,61.3385,61.90,000,61.90
2016-12-19,62.1162,62.1162,61.6595,62.1162,000,62.1162
2016-12-16,61.75,61.982,61.4373,61.75,000,61.75
2016-12-15,61.86,62.0448,61.3382,61.86,000,61.86
2016-12-14,60.5275,61.236,60.5275,60.5275,000,60.5275
2016-12-13,60.965,61.2707,60.6217,60.965,000,60.965
2016-12-12,62.4803,62.4803,60.9619,62.4803,000,62.4803
2016-12-09,63.2618,63.3453,62.6255,63.2618,000,63.2618
2016-12-08,63.266,63.4695,63.2334,63.2661,000,63.2661
2016-12-07,63.8123,63.9663,63.5451,63.8123,000,63.8123
2016-12-06,63.7814,63.9643,63.5691,63.7815,000,63.7815
2016-12-05,63.8151,64.029,63.4928,63.8151,000,63.8151
2016-12-02,63.90,64.3087,63.7323,63.90,000,63.90
2016-12-01,64.0713,64.15,63.4737,64.0713,000,64.0713
2016-11-30,65.135,65.3477,63.9462,65.135,000,65.135
2016-11-29,64.7829,65.4387,64.7829,64.7829,000,64.7829
2016-11-28,64.8812,65.1595,64.5293,64.8812,000,64.8812
2016-11-25,64.4997,65.1331,64.2894,64.4997,000,64.4997
2016-11-24,64.2978,64.7399,64.2678,64.2978,000,64.2978
2016-11-23,63.7093,64.7961,63.6815,63.7113,000,63.7113
2016-11-22,63.9522,64.0857,63.4575,63.9522,000,63.9522
2016-11-21,64.9475,64.9475,63.8484,64.8578,000,64.8578
2016-11-18,64.8331,65.2785,64.487,64.8331,000,64.8331
2016-11-17,64.4749,65.0643,64.2971,64.4749,000,64.4749
2016-11-16,64.4554,65.537,63.8826,64.4554,000,64.4554
2016-11-15,66.147,66.2146,64.5425,66.147,000,66.147
2016-11-14,65.7297,66.4668,65.694,65.7533,000,65.7533
2016-11-11,65.5576,66.072,64.9978,65.5576,000,65.5576
2016-11-10,63.6291,64.956,63.2499,63.5986,000,63.5986
2016-11-09,63.7424,64.6775,63.2129,63.7424,000,63.7424
2016-11-08,63.5979,63.8161,63.5979,63.5979,000,63.5979
2016-11-07,64.3601,64.3601,63.6457,64.3601,000,64.3601
2016-11-04,63.5614,64.4417,63.5614,63.5614,000,63.5614
2016-11-03,63.5366,63.7432,63.3004,63.5366,000,63.5366
2016-11-02,63.3001,63.765,63.2996,63.3239,000,63.3239
2016-11-01,63.2682,63.2778,62.909,63.2682,000,63.2682
2016-10-31,63.0418,63.4024,62.8206,63.0419,000,63.0419
2016-10-28,62.6782,63.4634,62.5747,62.6782,000,62.6782
2016-10-27,62.7704,63.183,62.5816,62.7704,000,62.7704
2016-10-26,62.4119,64.2204,61.9399,62.412,000,62.412
2016-10-25,62.1858,62.2373,61.9705,62.1869,000,62.1869
2016-10-24,62.285,62.5975,62.0995,62.285,000,62.285
2016-10-21,62.3753,62.5391,62.249,62.3758,000,62.3758
2016-10-20,62.2621,62.4669,62.1354,62.2586,000,62.2586
2016-10-19,62.7318,62.9009,62.1791,62.7318,000,62.7318
2016-10-18,63.0661,63.0707,62.7521,63.0664,000,63.0664
2016-10-17,62.7767,63.2039,62.7257,62.7767,000,62.7767
2016-10-14,63.0097,63.033,62.7905,63.0096,000,63.0096
2016-10-13,63.503,63.5075,62.936,63.5031,000,63.5031
2016-10-12,62.6621,63.1082,62.4624,62.6621,000,62.6621
2016-10-11,62.0213,62.8272,62.0212,62.0213,000,62.0213
2016-10-10,62.0848,62.4748,61.8355,62.0804,000,62.0804
2016-10-07,62.101,62.4838,61.95,62.1016,000,62.1016
2016-10-06,62.2742,62.4239,62.1201,62.2741,000,62.2741
2016-10-05,62.6875,62.845,62.2778,62.6875,000,62.6875
2016-10-04,62.2879,62.606,62.287,62.2881,000,62.2881
2016-10-03,62.8719,62.9388,62.1263,62.8719,000,62.8719
2016-09-30,63.0552,63.4645,62.6816,63.08,000,63.08
2016-09-29,63.0654,63.33,62.8565,63.0652,000,63.0652
2016-09-28,63.8874,64.0496,63.6775,63.8855,000,63.8855
2016-09-27,63.8563,64.0188,63.5434,63.8541,000,63.8541
2016-09-26,64.0258,64.2559,63.55,64.0267,000,64.0267
2016-09-23,63.6365,63.8984,63.3551,63.6366,000,63.6366
2016-09-22,64.00,64.0575,63.4816,63.8912,000,63.8912
2016-09-21,64.7216,64.9428,64.1374,64.7215,000,64.7215
2016-09-20,64.5913,64.9787,64.555,64.5901,000,64.5901
2016-09-19,65.0415,65.7299,64.3653,65.0415,000,65.0415
2016-09-16,64.4829,65.1842,64.4818,64.4829,000,64.4829
2016-09-15,65.1446,65.5289,64.6921,65.1444,000,65.1444
2016-09-14,65.3525,65.3525,64.6679,65.3651,000,65.3651
2016-09-13,64.7193,65.1999,64.5745,64.6942,000,64.6942
2016-09-12,64.5506,65.2673,64.0336,64.5505,000,64.5505
2016-09-09,63.9894,64.9223,63.9053,63.9916,000,63.9916
2016-09-08,64.1853,64.4058,63.5466,64.1852,000,64.1852
2016-09-07,64.4268,64.5551,64.2363,64.4267,000,64.4267
2016-09-06,64.7231,64.9145,64.4706,64.83,000,64.83
2016-09-05,65.1981,65.1981,64.4847,65.1981,000,65.1981
2016-09-02,65.854,65.917,65.003,65.854,000,65.854
2016-09-01,65.2807,65.945,65.1414,65.2807,000,65.2807
2016-08-31,65.3098,65.4145,65.1001,65.3097,000,65.3097
2016-08-30,64.6186,65.2986,64.6186,64.6186,000,64.6186
2016-08-29,64.7244,65.1304,64.5553,64.7126,000,64.7126
2016-08-26,64.8127,64.9375,64.2264,64.8088,000,64.8088
2016-08-25,65.0832,65.17,64.5776,65.0858,000,65.0858
2016-08-24,64.4806,65.2751,64.3088,64.5924,000,64.5924
2016-08-23,64.7715,64.8974,64.2572,64.7715,000,64.7715
2016-08-22,63.75,64.7193,63.75,63.75,000,63.75
2016-08-19,63.6418,64.094,63.5757,63.6411,000,63.6411
2016-08-18,63.8388,64.162,63.3737,63.8392,000,63.8392
2016-08-17,63.8349,64.306,63.8094,63.8349,000,63.8349
2016-08-16,64.0102,64.1745,63.515,64.0077,000,64.0077
2016-08-15,64.3614,64.643,63.9284,64.3608,000,64.3608
2016-08-12,64.212,64.935,64.097,64.35,000,64.35
2016-08-11,64.995,65.008,64.413,64.90,000,64.90
2016-08-10,64.884,64.89,64.158,64.76,000,64.76
2016-08-09,64.814,65.084,64.498,64.60,000,64.60
2016-08-08,65.353,65.353,64.482,65.547,000,65.547
2016-08-05,65.702,65.829,64.977,65.71,000,65.71
2016-08-04,66.388,66.516,65.939,66.20,000,66.20
2016-08-03,66.81,66.994,66.34,66.71,000,66.71
2016-08-02,66.794,66.992,65.998,66.93,000,66.93
2016-08-01,65.753,66.568,65.753,65.9875,000,65.9875
2016-07-29,66.59,67.136,65.895,66.583,000,66.583
2016-07-28,66.058,66.705,66.028,65.7975,000,65.7975
2016-07-27,66.072,66.363,65.70,65.80,000,65.80
2016-07-26,65.489,66.528,65.489,65.436,000,65.436
2016-07-25,64.859,65.424,64.79,64.815,000,64.815
2016-07-22,64.17,64.874,64.17,64.368,000,64.368
2016-07-21,63.66,64.164,63.611,63.80,000,63.80
2016-07-20,63.596,63.839,63.139,63.628,000,63.628
2016-07-19,62.944,63.464,62.815,62.812,000,62.812
2016-07-18,63.364,63.364,62.87,63.34,000,63.34
2016-07-15,63.025,63.462,63.013,62.8875,000,62.8875
2016-07-14,63.712,63.76,62.749,63.85,000,63.85
2016-07-13,63.995,64.037,63.677,63.80,000,63.80
2016-07-12,63.825,64.028,63.755,64.18,000,64.18
2016-07-11,64.10,64.286,63.835,63.835,000,63.835
2016-07-08,64.456,64.466,63.702,64.679,000,64.679
2016-07-07,64.178,64.202,63.731,64.265,000,64.265
2016-07-06,64.689,64.791,64.416,64.435,000,64.435
2016-07-05,64.259,64.653,64.091,63.83,000,63.83
2016-07-04,63.718,63.982,63.519,63.79,000,63.79
2016-07-01,64.004,64.242,63.821,63.96,000,63.96
2016-06-30,63.982,64.396,63.821,63.815,000,63.815
2016-06-29,64.049,64.435,63.619,64.04,000,64.04
2016-06-28,64.872,64.936,64.379,65.40,000,65.40
2016-06-27,65.10,65.538,64.812,65.2875,000,65.2875
2016-06-24,65.726,65.805,64.70,63.765,000,63.765
2016-06-23,64.681,64.681,63.918,64.769,000,64.769
2016-06-22,63.511,64.444,63.511,63.936,000,63.936
2016-06-21,64.242,64.456,63.804,64.265,000,64.265
2016-06-20,64.406,64.406,63.74,64.75,000,64.75
2016-06-17,65.469,65.504,64.748,65.575,000,65.575
2016-06-16,65.773,66.074,65.623,65.253,000,65.253
2016-06-15,65.945,66.034,65.285,66.06,000,66.06
2016-06-14,65.7652,66.28,65.746,65.685,000,65.685
2016-06-13,65.05,65.67,65.05,65.302,000,65.302
2016-06-10,64.719,64.891,64.098,64.196,000,64.196
2016-06-09,63.549,64.451,63.386,63.7189,000,63.7189
2016-06-08,64.532,64.7809,63.488,64.62,000,64.62
2016-06-07,65.317,65.402,64.707,65.24,000,65.24
2016-06-06,65.64,65.955,65.096,65.654,000,65.654
2016-06-03,66.739,67.14,65.769,67.06,000,67.06
2016-06-02,66.9122,67.674,66.6096,66.91,000,66.91
2016-06-01,66.721,67.297,66.5039,66.827,000,66.827
2016-05-31,65.732,66.215,65.732,65.669,000,65.669
2016-05-30,66.103,66.215,65.797,66.15,000,66.15
2016-05-27,65.765,66.377,65.765,65.825,000,65.825
2016-05-26,64.985,65.836,64.985,65.425,000,65.425
2016-05-25,65.899,65.999,65.329,66.41,000,66.41
